FID,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,pid,ORIG_FID,Lon,Lat
50,34323898,5153,footway, , ,B,0,0,F,F,1,3,113.294924,23.171232
51,34323898,5153,footway, , ,B,0,0,F,F,1,3,113.294878,23.171215
52,34323898,5153,footway, , ,B,0,0,F,F,1,3,113.294844,23.171208
53,34323898,5153,footway, , ,B,0,0,F,F,1,3,113.294813,23.171231
54,34323898,5153,footway, , ,B,0,0,F,F,1,3,113.294788,23.171271
55,34323898,5153,footway, , ,B,0,0,F,F,1,3,113.294784,23.171305
56,34323898,5153,footway, , ,B,0,0,F,F,1,3,113.294794,23.17133
57,34323898,5153,footway, , ,B,0,0,F,F,1,3,113.294824,23.171359
58,34323898,5153,footway, , ,B,0,0,F,F,1,3,113.294863,23.171378
59,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.294777,23.171095
60,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.294777,23.171116
61,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.294697,23.171105
62,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.294639,23.171116
63,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.294603,23.171137
64,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.294584,23.171172
65,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.294563,23.171189
66,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.294534,23.171162
67,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.29448,23.171141
68,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.294409,23.171126
69,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.294346,23.171114
70,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.29429,23.171103
71,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.29421,23.171112
72,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.294158,23.171141
73,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.294058,23.171172
74,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.294031,23.171195
75,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.293989,23.171226
76,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.293949,23.171243
77,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.293882,23.171243
78,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.293751,23.171278
79,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.293661,23.171315
80,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.293555,23.171338
81,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.293424,23.171326
82,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.29331,23.171281
83,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.2932,23.17124
84,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.292938,23.171195
85,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.29273,23.171169
86,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.292596,23.171165
87,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.292453,23.171187
88,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.292359,23.171191
89,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.292359,23.171338
90,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.292436,23.171368
91,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.292481,23.171446
92,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.292489,23.171634
93,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.292481,23.171829
94,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.292432,23.171975
95,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.292424,23.172043
96,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.292469,23.172223
97,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.292493,23.172355
98,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.292444,23.172418
99,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.292334,23.172422
100,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.292228,23.172441
101,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.292159,23.172523
102,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.292065,23.172643
103,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291922,23.172748
104,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291832,23.172827
105,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291791,23.172898
106,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291775,23.17305
107,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291775,23.173144
108,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291714,23.173223
109,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291661,23.173298
110,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291645,23.173381
111,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291681,23.173497
112,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291751,23.173634
113,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291747,23.17375
114,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291726,23.173844
115,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291767,23.173912
116,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291787,23.174024
117,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291706,23.174125
118,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291624,23.174163
119,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291555,23.174283
120,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291563,23.174403
121,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291596,23.174527
122,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291567,23.174621
123,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291457,23.17462
124,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291359,23.174548
125,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291231,23.174494
126,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.291088,23.174413
127,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.290967,23.174338
128,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.29082,23.17428
129,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.29067,23.174266
130,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.290552,23.174274
131,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.290431,23.174224
132,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.290366,23.174211
133,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.290317,23.174239
134,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.290219,23.174322
135,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.290147,23.17438
136,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.290059,23.174437
137,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.28999,23.174443
138,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.289938,23.174419
139,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.289886,23.17435
140,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.289827,23.17429
141,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.289729,23.174236
142,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.289618,23.174203
143,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.289514,23.174191
144,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.289432,23.174154
145,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.289347,23.174127
146,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.289259,23.174121
147,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.289145,23.174121
148,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.289089,23.174145
149,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.289034,23.174205
150,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.289001,23.174287
151,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.288949,23.174362
152,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.288864,23.174431
153,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.288769,23.174479
154,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.288609,23.174506
155,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.288462,23.174524
156,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.288335,23.174524
157,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.288211,23.174479
158,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.288103,23.17441
159,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.288044,23.174317
160,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.288015,23.174224
161,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.287989,23.174127
162,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.287937,23.174064
163,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.28795,23.173986
164,34323900,5153,footway, , ,B,0,0,F,F,1,4,113.288028,23.173893
165,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.292359,23.171338
166,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.292141,23.171316
167,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.292039,23.171265
168,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291978,23.171199
169,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291891,23.171133
170,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291845,23.171044
171,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.29183,23.170922
172,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291779,23.170843
173,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291713,23.170749
174,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291682,23.170603
175,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291687,23.170463
176,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291718,23.170355
177,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291672,23.1702
178,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291575,23.169909
179,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291503,23.169839
180,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291376,23.169759
181,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291243,23.169637
182,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291172,23.16952
183,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291151,23.169379
184,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291162,23.169281
185,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291106,23.169182
186,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291021,23.169025
187,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.290873,23.168791
188,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.290792,23.168636
189,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.290751,23.168467
190,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.290776,23.168331
191,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.290853,23.168228
192,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.290909,23.168167
193,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.290975,23.167993
194,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291006,23.167806
195,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.29096,23.167698
196,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.29093,23.16758
197,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.290945,23.167421
198,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.290945,23.167327
199,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.290879,23.167205
200,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.290853,23.167069
201,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.290868,23.166947
202,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.290909,23.166844
203,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.290955,23.166722
204,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.290955,23.166605
205,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.290919,23.166539
206,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.290909,23.166431
207,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.290945,23.166305
208,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291021,23.166206
209,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.29121,23.166042
210,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291317,23.165883
211,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291419,23.165643
212,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291455,23.165423
213,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291429,23.165268
214,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291409,23.16516
215,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291424,23.165029
216,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.29144,23.164888
217,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291368,23.164733
218,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291271,23.164569
219,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291139,23.164386
220,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291052,23.164227
221,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291052,23.164039
222,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291103,23.163842
223,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291164,23.16372
224,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291256,23.163599
225,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291314,23.163465
226,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291287,23.163225
227,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291251,23.163073
228,34323901,5153,footway, , ,B,0,0,F,F,1,5,113.291276,23.162863
229,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.291724,23.166565
230,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.291761,23.166432
231,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.291906,23.166265
232,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.292082,23.166067
233,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.292271,23.16584
234,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.292335,23.165611
235,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.292398,23.165382
236,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.292448,23.165086
237,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.292636,23.164864
238,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.292903,23.164686
239,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.293112,23.164336
240,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.293037,23.164238
241,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.292736,23.164006
242,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.292442,23.163759
243,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.292226,23.163537
244,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.29201,23.163315
245,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.291791,23.163191
246,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.291573,23.163066
247,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.291276,23.162863
248,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.291236,23.162737
249,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.29118,23.162548
250,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.291169,23.162337
251,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.291128,23.162093
252,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.291088,23.161886
253,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.290975,23.161628
254,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.290889,23.161469
255,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.290741,23.161305
256,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.290583,23.161098
257,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.290465,23.160859
258,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.29043,23.160559
259,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.290511,23.160273
260,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.290521,23.16009
261,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.290486,23.159944
262,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.290384,23.159771
263,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.290353,23.159616
264,34323902,5121,unclassified, , ,B,0,0,F,F,1,6,113.290282,23.159405
265,45838048,5122,residential,体育东横街, ,B,0,0,F,F,1,7,113.322775,23.131847
266,45838048,5122,residential,体育东横街, ,B,0,0,F,F,1,7,113.322867,23.131846
267,45838048,5122,residential,体育东横街, ,B,0,0,F,F,1,7,113.323343,23.13181
268,45838048,5122,residential,体育东横街, ,B,0,0,F,F,1,7,113.323819,23.131774
269,45838048,5122,residential,体育东横街, ,B,0,0,F,F,1,7,113.324295,23.131738
270,45838048,5122,residential,体育东横街, ,B,0,0,F,F,1,7,113.32472,23.131663
271,45838048,5122,residential,体育东横街, ,B,0,0,F,F,1,7,113.325145,23.131588
272,45838048,5122,residential,体育东横街, ,B,0,0,F,F,1,7,113.32557,23.131513
273,45838048,5122,residential,体育东横街, ,B,0,0,F,F,1,7,113.325995,23.131438
274,45838048,5122,residential,体育东横街, ,B,0,0,F,F,1,7,113.326419,23.131363
275,45838048,5122,residential,体育东横街, ,B,0,0,F,F,1,7,113.326816,23.131347
276,45838048,5122,residential,体育东横街, ,B,0,0,F,F,1,7,113.327213,23.131331
277,45838048,5122,residential,体育东横街, ,B,0,0,F,F,1,7,113.327609,23.131314
278,45838048,5122,residential,体育东横街, ,B,0,0,F,F,1,7,113.328006,23.131298
279,49401190,5122,residential, , ,B,0,0,F,F,1,8,113.255937,23.163163
280,49401190,5122,residential, , ,B,0,0,F,F,1,8,113.255921,23.163108
281,49401190,5122,residential, , ,B,0,0,F,F,1,8,113.255909,23.163068
282,49401190,5122,residential, , ,B,0,0,F,F,1,8,113.255916,23.162964
283,49401190,5122,residential, , ,B,0,0,F,F,1,8,113.256003,23.162608
284,49401190,5122,residential, , ,B,0,0,F,F,1,8,113.256091,23.162252
285,49401190,5122,residential, , ,B,0,0,F,F,1,8,113.256139,23.161981
286,49401190,5122,residential, , ,B,0,0,F,F,1,8,113.256186,23.161711
287,49401190,5122,residential, , ,B,0,0,F,F,1,8,113.25623,23.161453
288,49401190,5122,residential, , ,B,0,0,F,F,1,8,113.256275,23.161196
289,49401190,5122,residential, , ,B,0,0,F,F,1,8,113.256306,23.160817
290,49401190,5122,residential, , ,B,0,0,F,F,1,8,113.256338,23.160438
291,49401190,5122,residential, , ,B,0,0,F,F,1,8,113.25637,23.160059
292,49401190,5122,residential, , ,B,0,0,F,F,1,8,113.256402,23.15968
293,49401190,5122,residential, , ,B,0,0,F,F,1,8,113.256448,23.159318
294,49401190,5122,residential, , ,B,0,0,F,F,1,8,113.256477,23.159098
295,49401190,5122,residential, , ,B,0,0,F,F,1,8,113.256523,23.158772
296,49401190,5122,residential, , ,B,0,0,F,F,1,8,113.256569,23.158446
297,56247861,5121,unclassified, , ,B,0,0,F,F,1,9,113.255618,23.120752
298,56247861,5121,unclassified, , ,B,0,0,F,F,1,9,113.255596,23.121057
299,56247861,5121,unclassified, , ,B,0,0,F,F,1,9,113.255574,23.121361
300,56247861,5121,unclassified, , ,B,0,0,F,F,1,9,113.255551,23.121666
301,56247861,5121,unclassified, , ,B,0,0,F,F,1,9,113.255515,23.121949
302,56247861,5121,unclassified, , ,B,0,0,F,F,1,9,113.255479,23.122232
303,56247861,5121,unclassified, , ,B,0,0,F,F,1,9,113.255448,23.122493
304,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.307879,23.183874
305,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.307845,23.184022
306,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.307641,23.18418
307,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.307437,23.184337
308,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.307353,23.184478
309,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.307329,23.184577
310,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.307413,23.184825
311,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.307436,23.185107
312,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.307566,23.185209
313,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.307375,23.185391
314,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.307402,23.18554
315,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.307341,23.185628
316,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.307426,23.185774
317,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.307435,23.185998
318,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.307327,23.18622
319,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.307219,23.186442
320,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.306927,23.186702
321,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.306537,23.186877
322,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.306169,23.187127
323,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.305801,23.187377
324,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.305634,23.187559
325,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.305593,23.18791
326,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.305483,23.188069
327,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.305214,23.188199
328,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.305035,23.188138
329,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.304827,23.188179
330,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.304572,23.188345
331,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.30445,23.188493
332,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.304395,23.188665
333,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.304436,23.188817
334,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.304382,23.189207
335,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.304513,23.189233
336,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.304699,23.189391
337,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.304547,23.189448
338,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.304342,23.189349
339,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.304162,23.189327
340,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.303683,23.189384
341,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.303409,23.189489
342,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.303277,23.189625
343,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.303082,23.189639
344,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.302966,23.189695
345,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.30279,23.189869
346,85466211,5153,footway, , ,B,0,0,F,F,1,10,113.302614,23.190042
