FID,Join_Count,TARGET_FID,Id,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,pid,Lon,Lat
310,2,600,0,347626229,5122,residential, , ,B,0,0,F,F,1,113.283187,23.102506
311,3,602,0,301319403,5122,residential, , ,B,0,0,F,F,1,113.283851,23.140304
312,3,603,0,107392225,5122,residential,正平南街, ,B,0,0,F,F,1,113.283991,23.14447
313,3,604,0,294686214,5153,footway, , ,B,0,0,F,F,1,113.283775,23.131007
314,4,605,0,107392231,5122,residential,正平中街, ,B,0,0,F,F,1,113.284024,23.145229
315,3,606,0,107392228,5122,residential,正平北街, ,T,0,0,F,F,1,113.284058,23.146015
316,3,607,0,294686219,5153,footway, , ,B,0,0,F,F,1,113.283771,23.128781
317,3,608,0,295995595,5153,footway, , ,B,0,0,F,F,1,113.283968,23.131421
318,3,609,0,247979169,5122,residential,淘金路, ,B,0,0,F,F,1,113.284173,23.14321
319,3,611,0,294686221,5153,footway, , ,B,0,0,F,F,1,113.284165,23.129517
320,3,612,0,301319403,5122,residential, , ,B,0,0,F,F,1,113.284358,23.138834
321,3,614,0,301319403,5122,residential, , ,B,0,0,F,F,1,113.284402,23.139875
322,3,615,0,186110104,5122,residential, , ,B,0,0,F,F,1,113.283766,23.101892
323,3,616,0,437105809,5153,footway, , ,B,0,0,F,F,1,113.28365,23.094846
324,3,617,0,437097208,5153,footway, , ,B,0,0,F,F,1,113.283768,23.094519
325,3,618,0,294686219,5153,footway, , ,B,0,0,F,F,1,113.284387,23.130086
326,3,620,0,295995594,5153,footway, , ,B,0,0,F,F,1,113.284505,23.132614
327,3,621,0,301319560,5122,residential,爱国路, ,B,0,0,F,F,1,113.28466,23.140141
328,4,622,0,294686219,5153,footway, , ,B,0,0,F,F,1,113.284496,23.129436
329,3,625,0,294686213,5141,service, , ,B,0,0,F,F,1,113.284735,23.130277
330,3,627,0,107392217,5122,residential,正平北街, ,B,0,0,F,F,1,113.28511,23.146071
331,3,628,0,294686213,5141,service, , ,B,0,0,F,F,1,113.284859,23.130759
332,3,630,0,107392231,5122,residential,正平中街, ,B,0,0,F,F,1,113.28515,23.145283
333,3,631,0,107392225,5122,residential,正平南街, ,B,0,0,F,F,1,113.28516,23.144601
334,4,632,0,210939515,5122,residential, , ,B,0,0,F,F,1,113.285096,23.13702
335,3,633,0,294686213,5141,service, , ,B,0,0,F,F,1,113.285037,23.131372
336,3,636,0,301319402,5122,residential,光明路, ,B,0,0,F,F,1,113.285302,23.138839
337,2,638,0,210939516,5122,residential, , ,B,0,0,F,F,1,113.285394,23.137173
338,3,639,0,295993590,5141,service, , ,B,0,0,F,F,1,113.285274,23.128907
339,3,640,0,247979169,5122,residential,淘金路, ,B,0,0,F,F,1,113.285524,23.143412
340,3,641,0,301319405,5122,residential, , ,B,0,0,F,F,1,113.285545,23.142182
341,3,642,0,294686213,5141,service, , ,B,0,0,F,F,1,113.285419,23.132388
342,3,643,0,294686213,5141,service, , ,B,0,0,F,F,1,113.285446,23.132477
343,3,645,0,295993590,5141,service, , ,B,0,0,F,F,1,113.285406,23.129213
344,3,647,0,295993590,5141,service, , ,B,0,0,F,F,1,113.28555,23.129618
345,3,648,0,301319420,5122,residential,友爱路, ,B,0,0,F,F,1,113.285772,23.141813
346,3,652,0,295993590,5141,service, , ,B,0,0,F,F,1,113.285657,23.13002
347,3,653,0,295993590,5141,service, , ,B,0,0,F,F,1,113.28567,23.130068
348,3,654,0,294686217,5141,service, , ,B,0,0,F,F,1,113.285754,23.131198
349,3,655,0,294686217,5141,service, , ,B,0,0,F,F,1,113.285953,23.13238
350,3,656,0,301319413,5122,residential,原道路, ,B,0,0,F,F,1,113.286171,23.141574
351,3,657,0,247979169,5122,residential,淘金路, ,B,0,0,F,F,1,113.286344,23.143863
352,3,658,0,188238932,5122,residential,青龙坊, ,B,0,0,F,F,1,113.286282,23.136467
353,3,659,0,296154564,5122,residential,马棚岗, ,B,0,0,F,F,1,113.286225,23.128497
354,3,661,0,301319560,5122,residential,爱国路, ,B,0,0,F,F,1,113.286491,23.141263
355,3,662,0,297203158,5153,footway, , ,B,0,0,F,F,1,113.286278,23.128586
356,2,663,0,320993100,5122,residential, , ,B,0,0,F,F,1,113.286491,23.136774
357,3,664,0,188238925,5122,residential,执信南路, ,B,0,0,F,F,1,113.286443,23.132372
358,3,665,0,296606967,5153,footway, , ,B,0,0,F,F,1,113.286419,23.129331
359,3,666,0,188238925,5122,residential,执信南路, ,B,0,0,F,F,1,113.286482,23.131847
360,4,669,0,298303644,5153,footway, , ,B,0,0,F,F,1,113.286676,23.12982
361,3,670,0,301319417,5122,residential,友爱路, ,B,0,0,F,F,1,113.287053,23.142471
362,3,671,0,301319415,5122,residential,原道路, ,B,0,0,F,F,1,113.287071,23.140294
363,3,672,0,304169825,5122,residential,淘金东路, ,B,0,0,F,F,1,113.287251,23.144892
364,3,673,0,296605101,5141,service, , ,B,0,0,F,F,1,113.287085,23.130374
365,2,674,0,296619393,5122,residential, , ,B,0,0,F,F,1,113.287106,23.129339
366,3,676,0,301319402,5122,residential,光明路, ,B,0,0,F,F,1,113.287586,23.138831
367,3,679,0,188238925,5122,residential,执信南路, ,B,0,0,F,F,1,113.287721,23.129902
368,3,680,0,188238925,5122,residential,执信南路, ,B,0,0,F,F,1,113.287693,23.127696
369,3,681,0,188238925,5122,residential,执信南路, ,B,0,0,F,F,1,113.287904,23.128074
370,3,684,0,194686979,5122,residential,竹丝岗二马路, ,T,0,0,F,F,1,113.288032,23.129997
371,3,687,0,194686990,5122,residential,竹丝岗大马路, ,B,0,0,F,F,1,113.288429,23.130646
372,3,688,0,304169826,5122,residential,淘金东路, ,B,0,0,F,F,1,113.288858,23.145223
373,2,690,0,192148703,5122,residential, , ,B,0,0,F,F,1,113.289224,23.146847
374,2,694,0,331373169,5115,tertiary,署前路, ,B,0,0,F,F,1,113.28944,23.124709
375,3,700,0,304169826,5122,residential,淘金东路, ,B,0,0,F,F,1,113.290435,23.14629
376,3,702,0,107392226,5122,residential,太和岗路, ,B,0,0,F,F,1,113.290852,23.144533
377,3,703,0,34323902,5121,unclassified, , ,B,0,0,F,F,1,113.291276,23.162863
378,3,704,0,194686979,5122,residential,竹丝岗二马路, ,T,0,0,F,F,1,113.290867,23.131226
379,3,705,0,194686979,5122,residential,竹丝岗二马路, ,T,0,0,F,F,1,113.290987,23.132326
380,3,709,0,34323902,5121,unclassified, , ,B,0,0,F,F,1,113.29201,23.163315
381,3,712,0,34323901,5153,footway, , ,B,0,0,F,F,1,113.292359,23.171338
382,3,716,0,312169433,5122,residential,培正路, ,F,0,0,F,F,1,113.291751,23.121108
383,3,717,0,312169433,5122,residential,培正路, ,F,0,0,F,F,1,113.291816,23.121948
384,3,721,0,303346641,5154,path, , ,B,0,0,F,F,1,113.293226,23.196514
385,3,723,0,312169433,5122,residential,培正路, ,F,0,0,F,F,1,113.292004,23.122453
386,2,726,0,304619801,5153,footway, , ,B,0,0,F,F,1,113.293227,23.189045
387,3,728,0,304528437,5154,path, , ,B,0,0,F,F,1,113.29356,23.196175
388,3,730,0,191140798,5153,footway, , ,B,0,0,F,F,1,113.293489,23.186737
389,3,731,0,191140793,5153,footway, , ,B,0,0,F,F,1,113.293501,23.187459
390,3,733,0,341219950,5122,residential, , ,B,0,0,F,F,1,113.292414,23.12096
391,3,734,0,427326946,5141,service, , ,B,0,0,F,F,1,113.292636,23.121711
392,3,735,0,389496222,5122,residential,农林上路二横路, ,B,0,0,F,F,1,113.292861,23.128564
393,3,736,0,389512489,5122,residential, , ,B,0,0,F,F,1,113.292927,23.129026
394,3,737,0,389512489,5122,residential, , ,B,0,0,F,F,1,113.29297,23.129519
395,3,738,0,389512489,5122,residential, , ,B,0,0,F,F,1,113.293083,23.12987
396,2,743,0,34323888,5153,footway, , ,B,0,0,F,F,1,113.294818,23.17857
397,2,748,0,191140791,5153,footway, , ,B,0,0,F,F,1,113.295914,23.186353
398,3,749,0,191140794,5153,footway, , ,B,0,0,F,F,1,113.295965,23.1825
399,3,751,0,191140794,5153,footway, , ,B,0,0,F,F,1,113.296174,23.181778
400,3,753,0,191140805,5153,footway, , ,B,0,0,F,F,1,113.296297,23.18364
401,3,754,0,341219953,5122,residential, , ,B,0,0,F,F,1,113.295227,23.120873
402,3,755,0,191140791,5153,footway, , ,B,0,0,F,F,1,113.296367,23.183514
403,3,756,0,427329535,5122,residential, , ,B,0,0,F,F,1,113.296436,23.159363
404,4,757,0,191140794,5153,footway, , ,B,0,0,F,F,1,113.296849,23.183192
405,2,763,0,191140802,5155,steps, , ,B,0,0,F,F,1,113.297654,23.187241
406,3,765,0,184827134,5122,residential,达道路, ,B,0,0,F,F,1,113.296623,23.120029
407,3,766,0,184827134,5122,residential,达道路, ,B,0,0,F,F,1,113.29667,23.1208
408,3,767,0,191140804,5153,footway, , ,B,0,0,F,F,1,113.29789,23.187529
409,2,769,0,184827128,5122,residential, , ,B,0,0,F,F,1,113.296978,23.12001
410,3,776,0,421215727,5115,tertiary, , ,B,0,0,F,F,1,113.298785,23.116369
411,2,777,0,199895631,5122,residential, , ,B,0,0,F,F,1,113.29883,23.117308
412,4,778,0,184827151,5141,service, , ,B,0,0,F,F,1,113.298848,23.117904
413,3,783,0,184827151,5141,service, , ,B,0,0,F,F,1,113.299657,23.118849
414,2,794,0,421235520,5122,residential, , ,B,0,0,F,F,1,113.302866,23.126222
415,3,795,0,184827139,5122,residential,寺右一马路, ,F,0,0,F,F,1,113.303005,23.124118
416,3,797,0,85466211,5153,footway, , ,B,0,0,F,F,1,113.304342,23.189349
417,2,799,0,421235520,5122,residential, , ,B,0,0,F,F,1,113.303287,23.12625
418,3,800,0,85466211,5153,footway, , ,B,0,0,F,F,1,113.304547,23.189448
419,2,801,0,184827979,5122,residential, , ,B,0,0,T,F,1,113.303499,23.126264
420,3,802,0,421235519,5122,residential, , ,B,0,0,F,F,1,113.303603,23.126272
421,4,806,0,428012656,5141,service, , ,B,0,0,F,F,1,113.303816,23.121861
422,3,808,0,184827139,5122,residential,寺右一马路, ,F,0,0,F,F,1,113.304008,23.12442
423,3,809,0,316797591,5153,footway, , ,B,0,0,F,F,1,113.304407,23.146874
424,4,814,0,184827139,5122,residential,寺右一马路, ,F,0,0,F,F,1,113.304577,23.124436
425,2,815,0,427556764,5122,residential,寺右二马路, ,B,0,0,F,F,1,113.304601,23.122359
426,3,816,0,427556764,5122,residential,寺右二马路, ,B,0,0,F,F,1,113.304658,23.121288
427,3,818,0,188248177,5122,residential, , ,B,0,0,F,F,1,113.305076,23.124449
428,2,819,0,428012649,5122,residential, , ,B,0,0,F,F,1,113.3051,23.123363
429,3,823,0,188248177,5122,residential, , ,B,0,0,F,F,1,113.305802,23.124472
430,3,824,0,428012649,5122,residential, , ,B,0,0,F,F,1,113.305827,23.123365
431,3,828,0,428012649,5122,residential, , ,B,0,0,F,F,1,113.306129,23.123367
432,3,831,0,427564714,5122,residential, , ,B,0,0,F,F,1,113.306806,23.123551
433,2,834,0,85466252,5122,residential, , ,B,0,0,F,F,1,113.307879,23.183874
434,3,835,0,186311159,5122,residential, , ,B,0,0,F,F,1,113.30709,23.137679
435,3,838,0,188248177,5122,residential, , ,B,0,0,F,F,1,113.307148,23.124518
436,2,839,0,428012635,5153,footway, , ,B,0,0,F,F,1,113.307151,23.124421
437,2,840,0,428012632,5153,footway, , ,B,0,0,F,F,1,113.307183,23.123626
438,3,841,0,427564714,5122,residential, , ,B,0,0,F,F,1,113.307185,23.123565
439,3,843,0,427774912,5122,residential, , ,B,0,0,F,F,1,113.307325,23.126825
440,3,845,0,427774913,5122,residential, , ,B,0,0,F,F,1,113.307538,23.126223
441,3,846,0,324407181,5122,residential, , ,B,0,0,F,F,1,113.307236,23.0937
442,3,847,0,427774900,5122,residential,东兴北路, ,B,0,0,F,F,1,113.307896,23.126817
443,3,848,0,427774913,5122,residential, , ,B,0,0,F,F,1,113.307899,23.126218
444,4,850,0,188248177,5122,residential, , ,B,0,0,F,F,1,113.307908,23.124549
445,2,853,0,421238582,5122,residential, , ,B,0,0,T,F,1,113.308174,23.133838
446,3,856,0,427564714,5122,residential, , ,B,0,0,F,F,1,113.308271,23.12342
447,3,857,0,421238583,5122,residential, , ,B,0,0,F,F,1,113.30849,23.134014
448,2,859,0,421239333,5122,residential, , ,B,0,0,T,F,1,113.309062,23.133821
449,4,861,0,335308472,5121,unclassified, , ,B,0,0,F,F,1,113.311793,23.288467
450,2,862,0,335308496,5121,unclassified, , ,B,0,0,F,F,1,113.311878,23.289455
451,2,863,0,421239333,5122,residential, , ,B,0,0,T,F,1,113.309204,23.133745
452,2,864,0,335308501,5121,unclassified, , ,B,0,0,T,F,1,113.311896,23.289706
453,2,869,0,322620773,5122,residential,广利路, ,B,0,0,F,F,1,113.310403,23.132933
454,3,878,0,335308461,5122,residential, , ,B,0,0,F,F,1,113.314522,23.287503
455,3,880,0,335308455,5121,unclassified, , ,B,0,0,F,F,1,113.314748,23.285575
456,3,882,0,335308455,5121,unclassified, , ,B,0,0,F,F,1,113.314943,23.286804
457,3,883,0,335308455,5121,unclassified, , ,B,0,0,F,F,1,113.314959,23.2869
458,4,884,0,335308455,5121,unclassified, , ,B,0,0,F,F,1,113.315029,23.287346
459,3,887,0,210948463,5122,residential, , ,B,0,0,F,F,1,113.311966,23.0931
460,3,888,0,335308472,5121,unclassified, , ,B,0,0,F,F,1,113.315885,23.289921
461,3,890,0,322629017,5122,residential, , ,B,0,0,F,F,1,113.313274,23.132661
462,3,896,0,335308468,5122,residential, , ,B,0,0,F,F,1,113.317267,23.286662
463,3,899,0,322620775,5122,residential, , ,B,0,0,F,F,1,113.315142,23.135151
464,3,900,0,335308455,5121,unclassified, , ,B,0,0,F,F,1,113.317725,23.28459
465,3,903,0,322620773,5122,residential,广利路, ,B,0,0,F,F,1,113.315323,23.133036
466,3,904,0,322628961,5122,residential,天河街, ,B,0,0,F,F,1,113.315366,23.134085
467,3,905,0,322628961,5122,residential,天河街, ,B,0,0,F,F,1,113.31547,23.135139
468,2,906,0,335308487,5122,residential, , ,B,0,0,F,F,1,113.318363,23.286312
469,3,912,0,102592292,5122,residential,新市头路, ,B,0,0,F,F,1,113.315993,23.103075
470,3,913,0,305160772,5122,residential,怡新路, ,B,0,0,F,F,1,113.317432,23.178243
471,4,916,0,442548741,5122,residential, , ,B,0,0,F,F,1,113.316426,23.094221
472,3,920,0,305160764,5122,residential, , ,B,0,0,F,F,1,113.318496,23.178199
473,3,924,0,109509748,5122,residential, , ,B,0,0,F,F,1,113.317438,23.093112
474,3,928,0,109509748,5122,residential, , ,B,0,0,F,F,1,113.317636,23.09393
475,3,929,0,305160772,5122,residential,怡新路, ,B,0,0,F,F,1,113.319337,23.178215
476,3,931,0,102592286,5122,residential,艺苑路, ,B,0,0,F,F,1,113.31824,23.100312
477,3,932,0,305160762,5122,residential, , ,B,0,0,F,F,1,113.319625,23.179543
478,2,933,0,109509759,5122,residential, , ,B,0,0,F,F,1,113.318128,23.09121
479,3,937,0,440881469,5121,unclassified,体育西横街, ,B,0,0,F,F,1,113.318944,23.131459
480,3,938,0,359990754,5153,footway, , ,B,0,0,F,F,1,113.318963,23.131922
481,3,940,0,405114834,5153,footway, , ,B,0,0,F,F,1,113.318474,23.100964
482,4,942,0,302256856,5122,residential, , ,B,30,0,F,F,1,113.318482,23.100305
483,3,944,0,359959640,5153,footway, , ,B,0,0,F,F,1,113.319042,23.131427
484,2,945,0,299795191,5124,pedestrian, , ,B,0,0,T,F,1,113.3188,23.115627
485,3,946,0,359959640,5153,footway, , ,B,0,0,F,F,1,113.319085,23.131065
486,4,949,0,184738718,5124,pedestrian, , ,B,0,0,F,F,1,113.318922,23.115623
487,3,950,0,405114835,5153,footway, , ,B,0,0,F,F,1,113.318705,23.101058
488,4,952,0,184738718,5124,pedestrian, , ,B,0,0,F,F,1,113.319086,23.115299
489,3,954,0,109509751,5122,residential, , ,B,0,0,F,F,1,113.318763,23.092868
490,4,955,0,184738715,5124,pedestrian, , ,B,0,0,F,F,1,113.319261,23.115611
491,3,956,0,440881469,5121,unclassified,体育西横街, ,B,0,0,F,F,1,113.319542,23.13136
492,2,958,0,102592286,5122,residential,艺苑路, ,B,0,0,F,F,1,113.319155,23.103392
493,3,960,0,109509749,5122,residential, , ,B,0,0,F,F,1,113.319038,23.093582
494,3,962,0,347808385,5153,footway, , ,B,0,0,F,F,1,113.319323,23.103786
495,3,964,0,109509759,5122,residential, , ,B,0,0,F,F,1,113.319161,23.092779
496,3,965,0,360088306,5153,footway, , ,B,0,0,F,F,1,113.319901,23.131896
497,2,966,0,360088305,5153,footway, , ,B,0,0,F,F,1,113.320001,23.131966
498,3,967,0,405114833,5154,path, , ,B,0,0,F,F,1,113.31953,23.101054
499,3,968,0,102591490,5122,residential, , ,B,0,0,F,F,1,113.319622,23.10376
500,3,971,0,302256856,5122,residential, , ,B,30,0,F,F,1,113.319611,23.101212
501,3,977,0,109509759,5122,residential, , ,B,0,0,F,F,1,113.319772,23.093678
502,3,984,0,309588221,5153,footway, , ,B,0,0,F,F,1,113.321349,23.114578
503,4,985,0,184738717,5141,service, , ,B,0,0,T,F,1,113.321447,23.115466
504,3,988,0,309588221,5153,footway, , ,B,0,0,F,F,1,113.321492,23.114069
505,3,990,0,446634589,5122,residential,赤岗北路, ,B,0,0,F,F,1,113.321934,23.103555
506,3,991,0,446634589,5122,residential,赤岗北路, ,B,0,0,F,F,1,113.321962,23.10115
507,4,992,0,102831290,5122,residential, , ,B,0,0,F,F,1,113.321974,23.100149
508,3,1000,0,413894092,5122,residential, , ,B,0,0,F,F,1,113.323419,23.096119
509,3,1001,0,109509756,5122,residential, , ,B,0,0,F,F,1,113.323416,23.094839
510,2,1003,0,309367384,5153,footway, , ,B,0,0,T,F,1,113.324366,23.115186
511,4,1004,0,442772726,5122,residential,燕都路, ,B,0,0,F,F,1,113.325458,23.162123
512,3,1006,0,109509761,5122,residential, , ,B,0,0,F,F,1,113.324337,23.096215
513,3,1007,0,413894088,5122,residential,赤岗东路, ,B,0,0,F,F,1,113.324335,23.096105
514,3,1008,0,413894088,5122,residential,赤岗东路, ,B,0,0,F,F,1,113.32433,23.095467
515,3,1009,0,109509756,5122,residential, , ,B,0,0,F,F,1,113.324325,23.094835
516,3,1010,0,413894088,5122,residential,赤岗东路, ,B,0,0,F,F,1,113.324338,23.093134
517,3,1015,0,303332049,5122,residential, , ,B,0,0,F,F,1,113.325957,23.163281
518,3,1016,0,413894090,5122,residential, , ,B,0,0,F,F,1,113.32496,23.095457
519,3,1018,0,379527515,5154,path, , ,B,0,0,F,F,1,113.326193,23.162968
520,2,1028,0,302857660,5153,footway, , ,B,0,0,F,F,1,113.328518,23.144247
521,2,1029,0,295047819,5153,footway, , ,B,0,0,F,F,1,113.328759,23.144246
522,3,1030,0,295047819,5153,footway, , ,B,0,0,F,F,1,113.32926,23.141066
523,3,1032,0,302857660,5153,footway, , ,B,0,0,F,F,1,113.329433,23.138662
524,3,1033,0,295047819,5153,footway, , ,B,0,0,F,F,1,113.329636,23.138987
525,3,1034,0,302857656,5122,residential, , ,B,0,0,F,F,1,113.329692,23.139003
526,4,1035,0,302857658,5122,residential, , ,B,0,0,F,F,1,113.329692,23.138698
527,3,1036,0,302857659,5122,residential, , ,B,0,0,F,F,1,113.329811,23.14113
528,3,1041,0,302857656,5122,residential, , ,B,0,0,F,F,1,113.330249,23.139161
529,3,1044,0,302857656,5122,residential, , ,B,0,0,F,F,1,113.330344,23.139188
530,3,1045,0,302857658,5122,residential, , ,B,0,0,F,F,1,113.330346,23.138894
531,3,1046,0,302857656,5122,residential, , ,B,0,0,F,F,1,113.330404,23.139208
532,3,1056,0,302857662,5122,residential, , ,B,0,0,F,F,1,113.331362,23.139643
533,3,1058,0,302857649,5122,residential, , ,B,0,0,F,F,1,113.331455,23.143228
534,2,1063,0,302857652,5122,residential, , ,B,0,0,F,F,1,113.331719,23.142488
535,3,1065,0,302857662,5122,residential, , ,B,0,0,F,F,1,113.33171,23.13964
536,3,1066,0,303475996,5153,footway, , ,B,0,0,F,F,1,113.33185,23.139068
537,2,1067,0,302857650,5122,residential, , ,B,0,0,F,F,1,113.331903,23.141891
538,3,1068,0,302857650,5122,residential, , ,B,0,0,F,F,1,113.331954,23.14179
539,3,1069,0,188255509,5122,residential, , ,B,0,0,F,F,1,113.332273,23.15374
540,3,1071,0,303475994,5122,residential, , ,B,0,0,F,F,1,113.332072,23.138338
541,3,1073,0,188255509,5122,residential, , ,B,0,0,F,F,1,113.332454,23.152185
542,3,1075,0,303475993,5122,residential, , ,B,0,0,F,F,1,113.332358,23.137592
543,3,1076,0,303719966,5122,residential, , ,B,0,0,F,F,1,113.332417,23.139184
544,2,1077,0,303475997,5122,residential, , ,B,0,0,F,F,1,113.332482,23.138849
545,3,1082,0,309949814,5122,residential, , ,B,0,0,F,F,1,113.33285,23.141683
546,3,1085,0,188255490,5122,residential, , ,B,0,0,F,F,1,113.333183,23.151971
547,4,1086,0,188246621,5122,residential, , ,B,0,0,F,F,1,113.332784,23.12714
548,2,1089,0,309949814,5122,residential, , ,B,0,0,F,F,1,113.33328,23.141633
549,2,1093,0,309949812,5122,residential, , ,B,0,0,F,F,1,113.333444,23.141888
550,2,1096,0,302857630,5122,residential, , ,B,0,0,F,F,1,113.333551,23.142904
551,2,1097,0,302857628,5155,steps, , ,B,0,0,F,F,1,113.333573,23.143013
552,3,1098,0,188255510,5122,residential, , ,B,0,0,F,F,1,113.333772,23.154379
553,3,1099,0,302857632,5122,residential, , ,B,0,0,F,F,1,113.333628,23.143359
554,3,1102,0,331708772,5122,residential,北湖南路, ,B,40,0,F,F,1,113.334167,23.168801
555,3,1104,0,399255844,5122,residential, , ,B,0,0,F,F,1,113.333085,23.102515
556,2,1105,0,309949812,5122,residential, , ,B,0,0,F,F,1,113.33383,23.141867
557,2,1107,0,302857664,5122,residential, , ,B,0,0,F,F,1,113.333858,23.141685
558,2,1110,0,302857664,5122,residential, , ,B,0,0,F,F,1,113.334437,23.141638
559,3,1112,0,409365425,5141,service, , ,B,0,0,F,F,1,113.335155,23.15516
560,2,1115,0,354147346,5122,residential, , ,B,0,0,F,F,1,113.335919,23.164152
561,3,1116,0,354147346,5122,residential, , ,B,0,0,F,F,1,113.335947,23.164388
562,3,1118,0,188255496,5122,residential, , ,B,0,0,F,F,1,113.336059,23.1545
563,3,1119,0,331714921,5122,residential,岷江路, ,B,0,0,F,F,1,113.336316,23.168966
564,3,1120,0,188246610,5122,residential, , ,B,0,0,F,F,1,113.335719,23.126908
565,3,1122,0,188255490,5122,residential, , ,B,0,0,F,F,1,113.33633,23.150795
566,2,1123,0,188255490,5122,residential, , ,B,0,0,F,F,1,113.336337,23.151011
567,4,1124,0,354147360,5122,residential, , ,B,0,0,F,F,1,113.336671,23.165887
568,4,1125,0,354147364,5122,residential, , ,B,0,0,F,F,1,113.336695,23.165006
569,3,1126,0,354147346,5122,residential, , ,B,0,0,F,F,1,113.336738,23.164513
570,3,1127,0,331708180,5122,residential,北湖北路, ,B,0,0,F,F,1,113.337021,23.168711
571,3,1128,0,354147344,5122,residential, , ,B,0,0,F,F,1,113.337194,23.167021
572,3,1131,0,354147344,5122,residential, , ,B,0,0,F,F,1,113.337309,23.167061
573,3,1132,0,354147346,5122,residential, , ,B,0,0,F,F,1,113.337365,23.164809
574,3,1134,0,331708180,5122,residential,北湖北路, ,B,0,0,F,F,1,113.337541,23.168875
575,3,1135,0,331708123,5122,residential, , ,B,40,0,F,F,1,113.337541,23.167001
576,3,1136,0,188255496,5122,residential, , ,B,0,0,F,F,1,113.337446,23.156441
577,3,1137,0,365982011,5122,residential, , ,B,0,0,F,F,1,113.337435,23.155306
578,3,1138,0,399255850,5122,residential, , ,B,0,0,F,F,1,113.336615,23.102656
579,3,1140,0,331708180,5122,residential,北湖北路, ,B,0,0,F,F,1,113.338009,23.170557
580,2,1141,0,316797584,5122,residential, , ,B,0,0,F,F,1,113.337872,23.155935
581,3,1142,0,331708123,5122,residential, , ,B,40,0,F,F,1,113.338153,23.166406
582,3,1143,0,354147349,5122,residential, , ,B,0,0,F,F,1,113.338153,23.164979
583,3,1145,0,365982010,5122,residential, , ,B,0,0,F,F,1,113.338083,23.15571
584,3,1151,0,331708618,5122,residential,能源路, ,B,0,0,F,F,1,113.340109,23.169114
585,3,1152,0,331708618,5122,residential,能源路, ,B,0,0,F,F,1,113.340185,23.167756
586,3,1158,0,328122391,5122,residential, , ,B,0,0,F,F,1,113.341391,23.140927
587,4,1159,0,328122407,5122,residential,玉兰路, ,B,0,0,F,F,1,113.341455,23.142703
588,3,1161,0,328122386,5122,residential, , ,B,0,0,F,F,1,113.341455,23.142162
589,3,1162,0,328122391,5122,residential, , ,B,0,0,F,F,1,113.341455,23.141551
590,3,1163,0,328122398,5122,residential, , ,B,0,0,F,F,1,113.341519,23.144707
591,3,1164,0,394568317,5121,unclassified, , ,B,0,0,F,F,1,113.341487,23.132816
592,3,1165,0,394568317,5121,unclassified, , ,B,0,0,F,F,1,113.341469,23.130873
593,3,1166,0,328122391,5122,residential, , ,B,0,0,F,F,1,113.341752,23.140159
594,2,1168,0,328122391,5122,residential, , ,B,0,0,F,F,1,113.341948,23.140146
595,3,1169,0,328122386,5122,residential, , ,B,0,0,F,F,1,113.342139,23.141564
596,3,1170,0,328122402,5122,residential, , ,B,0,0,F,F,1,113.342234,23.144599
597,3,1172,0,328122419,5122,residential, , ,B,0,0,F,F,1,113.342224,23.141237
598,3,1173,0,328122407,5122,residential,玉兰路, ,B,0,0,F,F,1,113.342294,23.142708
599,3,1174,0,328122443,5122,residential, , ,B,0,0,F,F,1,113.342298,23.142168
600,3,1175,0,328122419,5122,residential, , ,B,0,0,F,F,1,113.342309,23.141414
601,3,1176,0,255645804,5121,unclassified, , ,B,0,0,F,F,1,113.342265,23.129687
602,3,1178,0,328122419,5122,residential, , ,B,0,0,F,F,1,113.342521,23.141499
603,4,1179,0,328122421,5153,footway, , ,B,0,0,F,F,1,113.342521,23.141234
604,3,1180,0,328122419,5122,residential, , ,B,0,0,F,F,1,113.342521,23.14095
605,3,1184,0,328122421,5153,footway, , ,B,0,0,F,F,1,113.342817,23.141231
606,3,1185,0,328122407,5122,residential,玉兰路, ,B,0,0,F,F,1,113.342893,23.142715
607,3,1186,0,328122443,5122,residential, , ,B,0,0,F,F,1,113.342917,23.142166
608,2,1187,0,328122393,5122,residential, , ,B,0,0,F,F,1,113.342973,23.140145
609,4,1188,0,394568318,5121,unclassified, , ,B,0,0,F,F,1,113.343003,23.132819
610,3,1189,0,328122386,5122,residential, , ,B,0,0,F,F,1,113.343204,23.141583
611,3,1190,0,328122443,5122,residential, , ,B,0,0,F,F,1,113.343215,23.142165
612,4,1191,0,394568320,5121,unclassified, , ,B,0,0,F,F,1,113.343049,23.130902
613,3,1192,0,328122407,5122,residential,玉兰路, ,B,0,0,F,F,1,113.344033,23.142733
614,3,1193,0,394568318,5121,unclassified, , ,B,0,0,F,F,1,113.344095,23.13282
615,3,1194,0,394568319,5121,unclassified, , ,B,0,0,F,F,1,113.34412,23.13366
616,3,1195,0,328122386,5122,residential, , ,B,0,0,F,F,1,113.344259,23.141602
617,3,1199,0,328122407,5122,residential,玉兰路, ,B,0,0,F,F,1,113.344355,23.142739
618,3,1200,0,394568320,5121,unclassified, , ,B,0,0,F,F,1,113.344184,23.130923
619,3,1201,0,328122443,5122,residential, , ,B,0,0,F,F,1,113.344385,23.142156
620,3,1202,0,328122439,5122,residential, , ,B,0,0,F,F,1,113.344386,23.142126
621,3,1204,0,328122383,5122,residential, , ,B,0,0,F,F,1,113.344406,23.141726
